client,datetime,method,request,status,size,referer,user_agent,traffic-label,ref,refers,user-agent,encoded_refers,encoded_user-agent,encoded_status,encoded_method
93.110.220.181,2019-01-22 04:36:49+03:30,POST,"/ajaxFilter/p2597,rf1660000,rt9190000,v591%7C90%20%D8%B3%D8%A7%D9%86%D8%AA%DB%8C%20%D9%85%D8%AA%D8%B1,stexists?o=v591",200,5043,"https://www.zanbil.ir/filter/p2597,rf1660000,rt9190000,v591%7c90%20%d8%b3%d8%a7%d9%86%d8%aa%db%8c%20%d9%85%d8%aa%d8%b1?o=v591","mozilla/5.0 (windows nt 6.3; wow64) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.98 safari/537.36",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,0,2
192.15.6.66,2019-01-22 04:36:57+03:30,GET,/product/28237/57015/%D9%87%D9%88%D8%AF-%D8%B2%DB%8C%D8%B1%DA%A9%D8%A7%D8%A8%DB%8C%D9%86%D8%AA%DB%8C-%D9%84%D8%AA%D9%88-%D9%85%D8%AF%D9%84-H-46?utm_medium=PPC&utm_source=Torob,302,0,http://api.torob.com/,"mozilla/5.0 (linux; android 8.0.0; lg-h990 build/opr1.170623.032) applewebkit/537.36 (khtml, like gecko) chrome/68.0.3440.91 mobile safari/537.36",2,api.torob.com,torob.com,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",5,4,2,0
93.110.220.181,2019-01-22 04:36:59+03:30,POST,"/ajaxFilter/p2597,rf1660000,rt9190000,v591%7C90%20%D8%B3%D8%A7%D9%86%D8%AA%DB%8C%20%D9%85%D8%AA%D8%B1,stexists?o=v591&page=1",200,5009,"https://www.zanbil.ir/filter/p2597,rf1660000,rt9190000,v591%7c90%20%d8%b3%d8%a7%d9%86%d8%aa%db%8c%20%d9%85%d8%aa%d8%b1,stexists?o=v591","mozilla/5.0 (windows nt 6.3; wow64) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.98 safari/537.36",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,0,2
172.20.2.174,2019-01-22 04:37:16+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
93.110.220.181,2019-01-22 04:37:18+03:30,POST,"/ajaxFilter/p2597,rf1660000,rt9190000,v591%7C90%20%D8%B3%D8%A7%D9%86%D8%AA%DB%8C%20%D9%85%D8%AA%D8%B1,stexists?page=2&o=v591",200,3447,"https://www.zanbil.ir/filter/p2597,rf1660000,rt9190000,v591%7c90%20%d8%b3%d8%a7%d9%86%d8%aa%db%8c%20%d9%85%d8%aa%d8%b1,stexists?o=v591&page=1","mozilla/5.0 (windows nt 6.3; wow64) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.98 safari/537.36",1,www.zanbil.ir,www.zanbil.ir,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),8,3,0,2
66.249.66.194,2019-01-22 04:37:33+03:30,GET,/search?f=p0&phrase=%D9%85%D8%A7%D8%B4%DB%8C%D9%86+%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C+%D8%A8%D9%88%D8%B4+%D9%85%D8%AF%D9%84+sn26m290eu,404,33663,-,mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
172.20.2.174,2019-01-22 04:37:50+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
5.62.222.160,2019-01-22 04:37:50+03:30,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548119340000,404,0,https://www.zanbil.ir/m/product/30421/60112/%d8%ac%d8%a7%d8%b1%d9%88%d8%a8%d8%b1%d9%82%db%8c-%d8%a8%d8%a7-%d9%be%d8%a7%da%a9%d8%aa-%d9%81%db%8c%d9%84%db%8c%d9%be%d8%b3-%d9%85%d8%af%d9%84-fc9190,"mozilla/5.0 (linux; u; android 4.1.2; en-us; htc_desire_700_dual_sim build/jzo54k) applewebkit/534.30 (khtml, like gecko) version/4.0 mobile safari/534.30",1,www.zanbil.ir,www.zanbil.ir,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",8,4,6,1
5.45.207.88,2019-01-22 04:37:57+03:30,GET,/product/7127/8590/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%A7%D8%B5%D9%84%D8%A7%D8%AD-%D8%B3%D8%B1-%D9%BE%D8%B1%D9%88%D9%85%DA%A9%D8%B3-%D9%85%D8%AF%D9%84-1944AB,403,134,-,mozilla/5.0 (compatible; yandexbot/3.0; +http://yandex.com/bots),0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,5,0
66.249.66.194,2019-01-22 04:38:06+03:30,GET,/m/product/1901,404,33613,-,"mozilla/5.0 (linux; android 6.0.1; nexus 5x build/mmb29p) applewebkit/537.36 (khtml, like gecko) chrome/41.0.2272.96 mobile safari/537.36 (compatible; googlebot/2.1; +http://www.google.com/bot.html)",0,,,mozilla/5.0 (compatible; ahrefsbot/6.1; +http://ahrefs.com/robot/),0,3,6,0
89.36.63.1,2019-01-22 04:38:16+03:30,GET,/product/33954/64716/%DA%AF%D9%88%D8%B4%DB%8C-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D9%85%D8%AF%D9%84-Galaxy-A6-Plus-%282018%29-Dual-64GB-%28A605F-DS%29?utm_medium=PPC&utm_source=Torob,302,0,http://api.torob.com/,"mozilla/5.0 (linux; android 5.0.2; sm-g850f) applewebkit/537.36 (khtml, like gecko) chrome/71.0.3578.99 mobile safari/537.36",2,api.torob.com,torob.com,"mozilla/5.0 (linux; android 6.0; ale-l21 build/huaweiale-l21) applewebkit/537.36 (khtml, like gecko) chrome/66.0.3359.158 mobile safari/537.36",5,4,2,0
172.20.2.174,2019-01-22 04:38:24+03:30,GET,/site/ping,200,4,-,-,0,,,-,0,0,0,0
